DPR412_classification,construction_year,degree_days,floors,net_area,heat_loss_surface,heated_usable_area,cooled_usable_area,heated_gross_volume,cooled_gross_volume,total_opaque_surface,total_glazed_surface,average_opaque_surface_transmittance,average_glazed_surface_transmittance,yie,Cm,surface_to_volume_ratio,Asol,system_type,nominal_power,installation_year,QHnd,total_effective_ventilation_flow,ventilation_type,air_changes,Interfloor,system_performance,corridor,aereo,air_changes_max
13,1960,2871,0.0,892.08,1740.78,892.08,0.0,3822.68,0.0,1251.61,167.97,0.9063,2.1319,0.3999,232891.89,0.4554,0.06,0,93.0,2003.0,132016.7,6942.25,0,1.29,4.285131378351717,0.711,7039.144386383117,29.736,13.861885378844162
4,1950,3152,0.0,104.85,2188.28,1245.76,1245.76,5210.17,5210.17,1953.29,258.52,0.4202,2.0387,0.0527,731990.7,0.42,69.19,1,198.46,2019.0,108494.4,0.0,0,0.64,4.182322437708708,0.78,9653.758440181342,41.525333333333336,14.20263523071224
4,1960,3371,1.0,122.56,404.92,122.56,0.0,575.28,0.0,385.37,19.56,1.5216,4.2855,0.1835,52159.91,0.7039,0.02,0,33.0,2017.0,47139.43,0.0516,0,0.551234081984335,4.693864229765013,0.726,1046.1932205962717,4.085333333333334,12.654818523153944
4,1965,3096,,435.5,1347.25,435.5,435.5,1810.0,1810.0,1287.79,70.01,1.2541,5.1386,1.0178,329533.1,0.7443,10.05,0,105.0,1991.0,111800.21,0.0,0,0.3744,4.156142365097589,0.583,3367.697109265835,14.516666666666667,14.292099447513811
4,1980,2850,,755.97,1343.08,755.97,755.97,2657.91,2657.91,1190.29,214.13,1.3186,2.4807,0.5013,396391.4,0.5053,39.35,1,163.7,2018.0,107810.61,0.0,0,0.5016,3.5158934878368187,0.822,5189.432564184441,25.199,16.894709753151915
13,1980,3032,0.0,1323.32,4013.16,1323.32,1323.32,6262.58,6262.58,3739.88,358.31,0.21,1.3,0.0129,622039.8,0.6408,29.04,31,158.88,2014.0,96499.19,5439.5381,1,1.2625,4.7324758939636675,0.816,11226.368280395069,44.11066666666667,12.551569480948746
4,1830,3020,0.0,251.881,724.27,251.88,0.0,1111.46,0.0,694.93,29.35,0.8691,2.6571,0.3236,66180.47,0.6516,11.99,1,28.4,2020.0,51382.78,863.4016,0,1.0625,4.412656820708274,0.842,2039.948358059024,8.395999999999999,13.46127795872096
4,1900,3068,0.0,407.15,1359.88,407.15,407.15,2311.03,2311.03,1268.59,117.64,0.5174,1.0327,0.0055,347932.4,0.5884,9.63,5,58.0,2019.0,38734.31,0.0,0,0.4177,5.676114454132384,0.708,3978.98190925387,13.571666666666664,10.464905258694172
13,1908,2946,0.0,1521.48,2496.05,1521.48,255.31,5986.97,848.08,2332.42,217.34,1.0121,2.5465,0.1637,509075.08,0.4169,0.03,4,150.9,1999.0,226022.55,5917.3551,1,0.717866768744928,3.9349646396929305,0.709,11285.07435128342,50.716,15.095434251382589
5,1970,3197,0.0,423.39,1206.75,423.39,423.39,2402.06,2402.06,1138.1,75.63,1.069,3.9774,0.3476,199116.4,0.5024,26.49,1,88.3,2018.0,94960.07,0.0,0,0.64,5.673398049080045,0.795,4135.470814302279,14.113,10.469915822252569
4,1900,3123,0.0,560.8,3069.46,1155.93,0.0,6312.45,0.0,2025.48,141.41,1.3701,2.9111,0.4056,343995.74,0.4863,54.46,31,283.0,2023.0,237638.05,2508.6,0,0.46,5.460927564817938,0.733,10933.017433857243,38.531,10.877273008103035
12,1980,2868,,451.48,1695.7,607.22,607.22,3674.85,3674.85,1635.69,60.01,1.2258,5.7357,0.1806,318412.0,0.4614,23.92,0,241.61,1999.0,138862.22,0.0,0,0.64,6.051925167155232,0.567,6231.245542943327,20.240666666666662,9.81505857381934
8,1980,3174,0.0,202.21,705.63,202.21,202.21,833.14,833.14,662.7,62.07,1.3384,5.4295,0.3766,116429.2,0.8469,18.89,1,94.81,2010.0,150335.67,0.0,0,6.3898,4.120172098313634,0.715,1560.5517566050185,6.740333333333334,14.4168735146554
13,1978,2888,0.0,727.2,2130.76,727.2,0.0,3249.8,0.0,2071.36,190.79,0.6689,5.7472,0.4844,91125.66,0.6557,0.05,0,186.0,2004.0,160944.06,0.5702,0,0.855420301018396,4.468921892189219,0.678,5919.254827692072,24.24,13.291796418241123
4,1939,2958,0.0,483.0,1336.67,483.0,483.0,2382.8,2382.8,1238.73,126.89,0.5088,0.912,0.0121,274802.5,0.561,11.11,31,953.72,2017.0,30700.07,951.2192,1,0.64,4.933333333333334,0.802,4236.494573643411,16.1,12.04054054054054
5,2006,3066,,1970.54,3935.92,1970.54,0.0,7728.98,0.0,3575.78,370.74,1.1771,2.7959,0.324,791000.6,0.5092,192.72,0,347.0,2003.0,284638.97,0.0,0,1.0963,3.9222649629035695,0.668,14578.939042950728,65.68466666666667,15.144310892252278
8,1990,2930,1.0,215.4,779.75,215.4,215.4,946.21,946.21,712.35,67.4,0.2907,1.4912,0.2038,128657.7,0.8241,14.74,4,18.0,2020.0,13554.42,0.0,0,0.5,4.39280408542247,1.88,1740.6568618686706,7.180000000000001,13.52211454116951
13,1920,2869,0.0,1695.09,4957.03,1695.09,1695.09,8160.57,8160.57,4688.55,402.87,0.7181,1.7257,0.155,991639.3,0.6074,72.96,1,223.12,2018.0,185723.53,0.0,0,1.1221,4.814239951860963,0.84,14561.327603576512,56.503,12.338396214970276
13,1980,3197,,4095.31,5574.41,4095.31,0.0,18082.18,0.0,5032.47,541.94,0.9829,3.3579,0.4215,1382589.0,0.3083,133.65,1,931.88,2017.0,644212.94,25206.2832,2,0.64,4.415338521381776,0.586,32980.1177209905,136.51033333333334,13.453102114899863
4,1920,3191,,192.59,1021.02,306.27,0.0,1656.29,0.0,971.31,49.71,1.2532,1.0391,0.1304,209289.6,0.6165,5.38,1,89.99,2019.0,59568.14,0.0,0,0.64,5.4079407059130835,0.797,2887.00839576115,10.209,10.983848239136863
4,1994,3291,0.0,93.87,304.94,93.87,93.87,380.42,380.42,254.07,15.72,0.9935,2.2453,0.1513,18008.79,0.8016,5.46,1,20.0,2020.0,19741.89,479.51,0,1.0,4.052625972089059,0.639,722.4057073736316,3.129,14.657163135481836
6,1980,3194,1.0,492.26,1589.1,492.26,0.0,2443.01,0.0,1521.53,67.57,1.3885,5.7668,0.761,205540.91,0.6505,0.02,0,372.0,2002.0,173451.36,0.3941,2,4.76656662785822,4.962844838093691,0.715,4336.890550018157,16.408666666666665,11.968941592543622
13,1960,2895,0.0,2125.02,3593.68,2125.02,0.0,9927.37,0.0,3229.57,616.91,0.3807,1.2998,0.0151,592960.3,0.362,139.59,1,273.93,2013.0,136394.2,0.0,0,0.3517,4.671659560851192,0.811,17846.48180038798,70.834,12.71496760974961
7,1927,3005,0.0,156.031,421.61,156.03,0.0,731.05,0.0,319.23,25.23,1.8609,4.6036,1.1751,61277.55,0.5767,16.99,1,24.45,2011.0,58995.61,1999.4308,0,2.72,4.685316926232135,0.751,1326.2495166701692,5.201,12.677904384105055
4,1912,3096,,800.0,1814.88,800.0,800.0,3655.0,3655.0,1702.1,156.63,1.4826,2.9571,1.0285,536863.8,0.4965,21.18,0,300.0,1997.0,181464.55,459.0,2,2.0,4.56875,0.606,6617.2721414728685,26.666666666666668,13.001367989056089
13,1976,3012,0.0,7564.07,17340.44,12478.53,0.0,57114.34,0.0,15524.32,1816.12,0.5449,1.2408,0.1643,2988648.0,0.3036,323.47,19,10000.0,2020.0,1623601.47,0.0,0,1.9672,4.577008670091749,1.229,103154.63296399477,415.951,12.977908560267004
11,1995,3022,0.0,1980.7,6192.72,1980.7,0.0,15947.0,0.0,6019.5,173.23,1.3752,4.9187,0.912,743114.4,0.3883,30.88,2,942.02,2006.0,873940.95,0.0,0,0.8,8.051194022315343,0.744,25570.659783617335,66.02333333333334,7.377787671662382
8,1975,2939,0.0,220.98,492.51,220.98,0.0,898.58,0.0,399.26,37.31,1.0032,4.7064,0.3306,43885.34,0.5481,0.05,1,524.0,2009.0,56456.71,4996.48,0,2.34,4.066340845325369,0.875,1688.2391775747358,7.366,14.607727748224976
13,1972,2944,0.0,456.0,3150.22,1390.0,0.0,6209.0,0.0,2777.07,373.15,1.0276,2.6205,0.4804,702169.2,0.5074,90.79,1,340.2,2017.0,309356.45,0.0,0,0.3016,4.466906474820144,0.708,11298.34645585857,46.333333333333336,13.29779352552746
5,1930,2939,,2161.63,4058.8,2161.63,55.97,11678.68,302.38,3732.24,404.79,0.8975,4.449,0.3179,1282153.0,0.3475,174.21,1,273.0,2000.0,296392.69,0.0,0,0.982,5.402719244273997,0.599,20262.93474688011,72.05433333333333,10.994463586638217
13,1900,2909,0.0,1224.33,3111.7,1224.33,1224.33,7425.25,7425.25,2883.18,285.94,1.7408,2.9667,0.7135,682420.3,0.4191,131.64,31,530.0,2009.0,575765.19,0.0,0,1.34,6.064745615969551,0.625,12566.497105064964,40.811,9.794310225244942
4,1980,2870,0.0,1840.8,2350.8,1840.8,1840.8,6733.21,6733.21,2100.09,419.27,1.455,3.2444,0.5053,387880.5,0.3491,96.67,1,244.0,2018.0,218209.21,0.0,0,0.4885,3.6577629291612346,0.739,12969.851738399888,61.36,16.239434088644195
4,2019,2951,0.0,269.0,528.12,269.0,269.0,956.0,956.0,488.18,82.91,0.5773,1.6033,0.1198,91099.8,0.5524,17.42,1,29.74,2017.0,46423.36,0.0,0,0.5054,3.553903345724907,0.788,1867.11907437826,8.966666666666667,16.714016736401675
13,1975,2939,,3347.619,6850.04,3719.4,0.0,16496.07,0.0,5977.87,872.17,1.0345,5.0233,0.1479,1966058.0,0.4153,532.94,19,450.0,2002.0,591392.39,0.0,0,1.13,4.43514276496209,0.924,30052.349149225116,123.98,13.393029976230704
13,1942,3239,0.0,489.55,1437.57,489.55,0.0,2962.0,0.0,1015.14,85.61,0.9766,2.674,0.1513,131468.37,0.4853,16.83,1,73.0,2017.0,130788.2,1996.79,0,1.02,6.050454499029721,0.773,5026.2788828769335,16.318333333333335,9.81744429439568
8,1980,2946,0.0,172.5,627.65,172.5,0.0,696.5,0.0,603.38,11.13,1.2246,3.7846,0.2595,77190.0,0.9011,0.0,1,24.7,2016.0,76307.97,0.3699,0,2.61662581405112,4.0376811594202895,0.771,1313.8611054937646,5.75,14.711414213926776
4,1958,2855,0.0,403.01,1237.33,403.01,284.58,1887.23,1382.39,959.76,75.39,1.0469,2.7869,0.3457,117128.19,0.6556,23.66,1,104.5,2019.0,80346.25,1190.92,1,0.75,4.682836654177316,0.693,3401.981455698966,13.433666666666666,12.68461925679435
8,1900,2838,0.0,118.972,341.07,118.97,0.0,460.55,0.0,332.28,8.79,1.4063,5.7,0.6515,40795.42,0.7406,5.43,1,34.4,1995.0,77418.55,5412.3237,0,8.1362,3.8711439858787937,0.753,882.9873079266288,3.9656666666666665,15.344301378786232
4,1940,2946,,809.83,1684.91,809.83,0.0,3392.36,0.0,1586.8,98.11,1.3533,1.4691,0.1875,400354.3,0.4967,33.59,1,116.0,2018.0,122439.64,0.0,0,0.5475,4.188977933640394,0.756,6287.206391165262,26.994333333333337,14.180069921824336
4,1912,3334,,315.2,957.99,315.2,315.2,1833.67,1833.67,880.16,107.16,1.6387,3.0915,0.0914,258740.3,0.5224,34.23,2,179.9,2020.0,111515.77,0.0,0,0.4834,5.817480964467006,0.746,3144.057404133711,10.506666666666666,10.210604961634315
13,1960,3108,,2808.95,4584.09,2808.95,0.0,11819.26,0.0,3944.6,639.49,0.9892,3.464,0.5967,898771.0,0.3878,300.11,1,331.84,2017.0,516183.72,0.0,0,0.3639,4.207714626461845,0.779,21846.80740744527,93.63166666666666,14.1169269480492
13,1964,3479,,813.0601,1572.39,813.06,813.06,3447.82,3447.82,1394.4,241.58,1.1974,3.2043,0.6166,259442.9,0.4561,60.87,0,97.44,2000.0,240210.39,0.0,0,1.5662,4.240548053034217,0.627,6368.2935821435985,27.101999999999997,14.007623367809222
13,1970,2902,1.0,615.4001,1403.97,615.4,0.0,2550.82,0.0,1274.56,208.26,0.7815,2.8789,0.3947,175498.8,0.5504,76.7,1,99.8,2019.0,84525.88,59.21,1,0.6,4.144978875528112,0.838,4744.509665308755,20.513333333333332,14.330591731286408
13,1967,3348,,775.5399,1629.65,775.54,0.0,2897.95,0.0,1459.16,170.49,1.3655,4.2698,0.7948,151415.0,0.5623,50.91,19,169.64,2006.0,233226.34,0.0,0,0.8389,3.73668669572169,0.792,5552.474091094918,25.851333333333333,15.896435756310495
13,1979,2855,,911.67,1450.23,911.67,0.0,3594.46,0.0,1280.51,207.74,1.1412,3.8545,0.5943,294419.6,0.4035,92.05,1,176.02,2019.0,142562.18,0.0,0,1.8781,3.942720501936008,0.792,6776.192890187978,30.389,15.065739499118086
7,2001,2866,0.0,156.1,587.13,156.1,0.0,1015.53,0.0,555.88,31.25,0.5833,4.0944,0.1466,139608.5,0.5782,5.02,0,27.86,2001.0,32468.72,0.0,0,0.5577,6.505637411915439,0.697,1711.168540142723,5.203333333333333,9.130542672299194
4,1999,2939,2.0,231.97,704.94,231.97,0.0,1114.86,0.0,653.94,51.0,0.6861,3.131,0.3333,116313.6,0.6323,20.3,19,50.37,1999.0,42074.49,0.0,0,0.977,4.806052506789671,0.865,2002.600715659904,7.732333333333333,12.35941553199505
8,1985,3191,1.0,346.73,1150.94,346.73,346.73,1703.68,1703.68,1090.2,60.74,0.2347,1.0828,0.0021,189905.3,0.6756,9.49,4,25.2,2023.0,18028.51,1155.1901,1,1.0,4.913563868139475,0.731,3036.2184435424033,11.557666666666668,12.088985020661156
4,1912,3096,,280.5,724.14,280.5,280.5,1315.0,1315.0,680.93,56.33,1.524,3.4461,0.9474,231412.5,0.5507,7.62,0,300.0,1997.0,69483.27,459.0,2,0.4142,4.688057040998218,0.614,2374.0602951540027,9.35,12.670494296577948
5,2000,3288,0.0,1124.58,2362.77,1124.58,0.0,4480.42,0.0,2202.87,197.14,0.2609,1.1632,0.0495,389857.1,0.5274,23.17,1,113.22,2019.0,65290.23,7872.3936,1,3.1533,3.984082946522258,0.807,8418.076744963597,37.486,14.909328143343703
13,2000,2924,,1107.04,3387.37,1492.96,1492.96,6420.55,6420.55,3034.92,561.03,0.8663,1.376,0.205,568524.1,0.5276,174.52,1,171.15,2015.0,131567.27,0.0,0,0.3341,4.30055058407459,0.826,11802.594985085558,49.76533333333334,13.81218493742748
6,1956,2855,1.0,109.96,357.11,109.96,0.0,384.81,0.0,331.16,25.95,0.2079,1.4,0.0741,24837.23,0.928,0.1,5,16.88,2021.0,23428.89,1071.6303,0,4.07999999999999,3.499545289196071,0.581,761.3991009838674,3.6653333333333338,16.97363374132689
8,1930,3113,0.0,109.0,244.49,109.0,0.0,471.7,0.0,435.71,18.72,1.1906,2.6282,0.0179,59196.15,0.5183,0.01,0,79.1,1994.0,62382.28,0.5596,0,6.37309824935684,4.327522935779816,0.638,877.6600881871843,3.6333333333333337,13.72609709561162
7,1900,3365,0.0,398.3,1009.61,398.3,0.0,1836.0,0.0,719.38,48.0,1.5844,1.0,0.15,106047.9,0.55,0.03,1,61.2,2022.0,140574.47,586.96,0,0.5,4.6095907607331155,0.855,3323.2683071659203,13.276666666666667,12.886176470588238
4,1970,3169,0.0,652.5,1343.38,652.5,0.0,3250.13,0.0,1247.2,96.18,0.9969,1.9801,0.0114,227232.65,0.4133,0.03,0,103.5,1997.0,95607.56,987.6937,0,0.428353137096299,4.98104214559387,0.775,5759.670723336007,21.75,11.925215299080344
13,1990,2948,0.0,4011.16,7438.8,4011.16,0.0,20563.55,0.0,6766.68,672.12,1.1723,3.5499,0.6993,1227402.0,0.3617,277.01,1,681.24,2020.0,918217.93,0.0,0,1.5989,5.126584329720081,0.802,36108.74595453955,133.70533333333333,11.58666203063187
4,1850,3079,0.0,131.74,775.82,237.49,237.49,1044.77,1044.77,723.82,57.04,1.4034,2.6,0.1859,153796.5,0.7426,22.21,0,43.73,2003.0,73077.45,0.0,0,0.3776,4.399216809128805,0.817,1919.8654798847508,7.916333333333333,13.502403399791342
7,1994,2864,,921.95,3242.9,921.95,0.0,9119.12,0.0,2966.6,499.19,1.4076,2.9172,0.7192,535079.6,0.3556,114.2,0,601.29,1994.0,355584.59,3716.9543,2,0.516,9.891122078203807,0.64,14182.484916622208,30.73166666666667,6.005385388063761
8,1960,2939,0.0,83.64,290.85,83.64,0.0,346.56,0.0,198.03,17.44,1.0651,4.6784,0.5972,20710.5,0.8392,0.07,1,204.0,2017.0,26287.24,1512.94,0,3.12,4.143472022955524,0.865,655.406230022355,2.788,14.335803324099723
5,1950,2855,,3607.58,6142.44,3607.58,1828.06,13657.42,7225.06,5849.21,408.84,1.3418,3.8877,0.132,1485061.0,0.4498,148.47,1,383.8,2019.0,514957.15,4738.3315,2,0.96,3.785756656817035,0.657,26023.691068420067,120.25266666666668,15.69039042513154
13,2022,2918,,623.9699,2207.79,623.97,138.36,3357.6,674.51,2030.79,197.79,0.1807,1.3378,0.032,364282.8,0.6576,13.16,5,65.1,2019.0,64825.01,6564.3584,1,1.8195,5.38102793403529,0.722,5842.459595430013,20.799,11.038783059328091
5,1998,3012,0.0,6157.2,8865.58,6157.2,6157.2,25210.86,25210.86,6894.01,815.27,1.1212,4.2863,0.203,1561708.28,0.3517,0.05,19,900.0,2018.0,1334071.61,34796.16,1,0.43,4.094533229389983,0.914,46943.4984834091,205.24,14.507148109981172
13,1975,3012,,4046.46,7760.72,4046.46,0.0,22669.06,0.0,6648.58,1112.14,1.1475,2.6214,0.3959,1302746.0,0.3423,691.36,19,600.0,2018.0,801000.84,7037.6353,1,1.1813,5.60219549927591,0.857,38993.86596634279,134.882,10.602985920016092
13,1897,3479,,554.46,1154.82,554.46,554.46,2713.13,2713.13,1065.43,111.73,0.9535,2.872,0.049,190544.9,0.4256,29.49,1,112.8,2015.0,114782.4,0.0,0,1.3536,4.893283555170797,0.793,4831.367447564738,18.482000000000003,12.139088064338976
4,1972,3096,,67.5,316.0,67.5,67.5,311.0,311.0,301.4,21.4,1.0704,4.5367,1.3818,55776.6,1.0161,8.25,0,300.0,1997.0,30662.57,459.0,2,3.649,4.607407407407408,0.615,574.4772609819122,2.25,12.892282958199356
13,1960,3085,1.0,180.53,671.97,180.53,0.0,766.82,0.0,504.02,35.84,1.2773,4.3343,0.4434,46557.35,0.8763,0.09,1,24.05,2009.0,39100.91,1571.28,0,1.36,4.247604276297569,0.839,1425.618084146722,6.017666666666667,13.984353564069796
6,1980,3049,,170.05,2596.44,822.56,822.56,6000.86,6000.86,2477.9,118.54,0.5941,6.1,0.3723,272626.4,0.4327,114.6,1,220.29,2023.0,193133.24,0.0,0,3.44,7.295346236140829,0.732,9802.05782165416,27.418666666666663,8.142176954636502
5,1970,2866,,496.5,5116.84,3341.1,0.0,12247.1,0.0,4667.2,726.04,1.2482,1.3,0.8379,1284185.0,0.4178,80.01,1,540.12,2020.0,289163.94,8942.0563,1,0.3341,3.665589177217084,0.729,23566.563434198317,111.37,16.2047619436438
13,1990,3014,0.0,746.33,3539.3,1188.53,0.0,5298.84,0.0,3349.47,217.41,0.4622,1.9795,0.07,583982.9,0.6679,46.84,1,144.72,2021.0,190666.02,0.0,0,0.6689,4.458314051811902,0.979,9649.036570062412,39.617666666666665,13.323422107480129
