average_opaque_surface_transmittance,average_glazed_surface_transmittance,predizione,predizione_min,predizione_max
0.1165,0.7181,133489.59229476898,110832.19859603465,156146.98599350333
0.1165,1.046578947368421,133489.59229476898,110832.19859603465,156146.98599350333
0.1165,1.3750578947368421,131132.06964398146,108474.67594524713,153789.4633427158
0.1165,1.7035368421052632,154453.61625332842,131796.22255459407,177111.00995206277
0.1165,2.032015789473684,150647.5430519471,127990.14935321278,173304.93675068146
0.1165,2.3604947368421056,150529.6854249128,127872.29172617848,173187.07912364716
0.1165,2.6889736842105263,160953.95998774207,138296.56628900772,183611.35368647642
0.1165,3.017452631578948,169913.7101443737,147256.31644563936,192571.10384310805
0.1165,3.3459315789473685,168035.53450711898,145378.14080838463,190692.92820585333
0.1165,3.67441052631579,188283.91947330764,165626.5257745733,210941.313172042
0.1165,4.002889473684211,188283.91947330764,165626.5257745733,210941.313172042
0.1165,4.331368421052632,189354.9924166856,166697.59871795124,212012.38611541994
0.1165,4.659847368421053,196478.4274516069,173821.03375287255,219135.82115034125
0.1165,4.9883263157894735,194913.27993058425,172255.8862318499,217570.6736293186
0.1165,5.316805263157895,200756.3468946406,178098.95319590624,223413.74059337494
0.1165,5.645284210526317,201128.1526850253,178470.75898629095,223785.54638375965
0.1165,5.973763157894737,198395.67612764405,175738.2824289097,221053.0698263784
0.1165,6.302242105263158,198395.67612764405,175738.2824289097,221053.0698263784
0.1165,6.630721052631579,198395.67612764405,175738.2824289097,221053.0698263784
0.1165,6.9592,198395.67612764405,175738.2824289097,221053.0698263784
0.26607368421052635,0.7181,134797.15633538621,112139.76263665188,157454.55003412056
0.26607368421052635,1.046578947368421,134797.15633538621,112139.76263665188,157454.55003412056
0.26607368421052635,1.3750578947368421,132439.63368459858,109782.23998586425,155097.02738333293
0.26607368421052635,1.7035368421052632,155761.1802939456,133103.78659521125,178418.57399267994
0.26607368421052635,2.032015789473684,151955.10709256429,129297.71339382995,174612.50079129863
0.26607368421052635,2.3604947368421056,151837.24946552998,129179.85576679565,174494.64316426433
0.26607368421052635,2.6889736842105263,162261.52402835924,139604.1303296249,184918.9177270936
0.26607368421052635,3.017452631578948,171221.27418499088,148563.88048625653,193878.66788372523
0.26607368421052635,3.3459315789473685,169343.09854773615,146685.7048490018,192000.4922464705
0.26607368421052635,3.67441052631579,189591.48351392482,166934.08981519047,212248.87721265916
0.26607368421052635,4.002889473684211,189591.48351392482,166934.08981519047,212248.87721265916
0.26607368421052635,4.331368421052632,190662.55645730277,168005.16275856842,213319.9501560371
0.26607368421052635,4.659847368421053,197785.99149222407,175128.59779348972,220443.38519095842
0.26607368421052635,4.9883263157894735,196220.84397120142,173563.45027246707,218878.23766993577
0.26607368421052635,5.316805263157895,207991.0369834702,185333.64328473585,230648.43068220455
0.26607368421052635,5.645284210526317,208362.8427738549,185705.44907512056,231020.23647258925
0.26607368421052635,5.973763157894737,205630.36621647366,182972.9725177393,228287.759915208
0.26607368421052635,6.302242105263158,205630.36621647366,182972.9725177393,228287.759915208
0.26607368421052635,6.630721052631579,205630.36621647366,182972.9725177393,228287.759915208
0.26607368421052635,6.9592,205630.36621647366,182972.9725177393,228287.759915208
0.41564736842105265,0.7181,157629.05233062935,134971.658631895,180286.4460293637
0.41564736842105265,1.046578947368421,157629.05233062935,134971.658631895,180286.4460293637
0.41564736842105265,1.3750578947368421,155271.52967984177,132614.13598110742,177928.92337857612
0.41564736842105265,1.7035368421052632,178593.07628918876,155935.6825904544,201250.4699879231
0.41564736842105265,2.032015789473684,174787.00308780745,152129.6093890731,197444.3967865418
0.41564736842105265,2.3604947368421056,174669.14546077314,152011.7517620388,197326.5391595075
