average_opaque_surface_transmittance,average_glazed_surface_transmittance,predizione,predizione_min,predizione_max
0.6561,1.2,2768028.718537394,555004.6355615016,4981052.801513284
0.6561,1.438736842105263,2768028.718537394,555004.6355615016,4981052.801513284
0.6561,1.6774736842105262,2768028.718537394,555004.6355615016,4981052.801513284
0.6561,1.9162105263157894,2768028.718537394,555004.6355615016,4981052.801513284
0.6561,2.1549473684210527,2768028.718537394,555004.6355615016,4981052.801513284
0.6561,2.393684210526316,2768028.718537394,555004.6355615016,4981052.801513284
0.6561,2.632421052631579,2768028.718537394,555004.6355615016,4981052.801513284
0.6561,2.871157894736842,2768028.718537394,555004.6355615016,4981052.801513284
0.6561,3.1098947368421053,2768028.718537394,555004.6355615016,4981052.801513284
0.6561,3.3486315789473684,2770250.4684880883,558263.3546832642,4982237.582292912
0.6561,3.5873684210526315,2752977.5494729904,521372.94643209316,4984582.152513887
0.6561,3.8261052631578947,2752977.5494729904,521372.94643209316,4984582.152513887
0.6561,4.064842105263158,2752977.5494729904,521372.94643209316,4984582.152513887
0.6561,4.303578947368421,2996002.4336427087,366663.0437555541,5625341.82352986
0.6561,4.542315789473684,3341762.988330477,480985.4756390909,6202540.501021862
0.6561,4.781052631578947,3372638.99822631,502204.9436828126,6243073.052769806
0.6561,5.01978947368421,3385618.5014163107,509739.4987433278,6261497.50408929
0.6561,5.2585263157894735,3697107.091516538,-382703.7044474371,7776917.887480515
0.6561,5.497263157894737,3697107.091516538,-382703.7044474371,7776917.887480515
0.6561,5.736,3739267.831321993,-334879.240333491,7813414.902977478
0.7244421052631579,1.2,2768028.718537394,555004.6355615016,4981052.801513284
0.7244421052631579,1.438736842105263,2768028.718537394,555004.6355615016,4981052.801513284
0.7244421052631579,1.6774736842105262,2768028.718537394,555004.6355615016,4981052.801513284
0.7244421052631579,1.9162105263157894,2768028.718537394,555004.6355615016,4981052.801513284
0.7244421052631579,2.1549473684210527,2768028.718537394,555004.6355615016,4981052.801513284
0.7244421052631579,2.393684210526316,2768028.718537394,555004.6355615016,4981052.801513284
0.7244421052631579,2.632421052631579,2768028.718537394,555004.6355615016,4981052.801513284
0.7244421052631579,2.871157894736842,2768028.718537394,555004.6355615016,4981052.801513284
0.7244421052631579,3.1098947368421053,2768028.718537394,555004.6355615016,4981052.801513284
0.7244421052631579,3.3486315789473684,2770250.4684880883,558263.3546832642,4982237.582292912
0.7244421052631579,3.5873684210526315,2752977.5494729904,521372.94643209316,4984582.152513887
0.7244421052631579,3.8261052631578947,2752977.5494729904,521372.94643209316,4984582.152513887
0.7244421052631579,4.064842105263158,2752977.5494729904,521372.94643209316,4984582.152513887
0.7244421052631579,4.303578947368421,2996002.4336427087,366663.0437555541,5625341.82352986
0.7244421052631579,4.542315789473684,3341762.988330477,480985.4756390909,6202540.501021862
0.7244421052631579,4.781052631578947,3372638.99822631,502204.9436828126,6243073.052769806
0.7244421052631579,5.01978947368421,3385618.5014163107,509739.4987433278,6261497.50408929
0.7244421052631579,5.2585263157894735,3697107.091516538,-382703.7044474371,7776917.887480515
0.7244421052631579,5.497263157894737,3697107.091516538,-382703.7044474371,7776917.887480515
0.7244421052631579,5.736,3739267.831321993,-334879.240333491,7813414.902977478
0.7927842105263158,1.2,2768028.718537394,555004.6355615016,4981052.801513284
0.7927842105263158,1.438736842105263,2768028.718537394,555004.6355615016,4981052.801513284
0.7927842105263158,1.6774736842105262,2768028.718537394,555004.6355615016,4981052.801513284
0.7927842105263158,1.9162105263157894,2768028.718537394,555004.6355615016,4981052.801513284
0.7927842105263158,2.1549473684210527,2768028.718537394,555004.6355615016,4981052.801513284
0.7927842105263158,2.393684210526316,2768028.718537394,555004.6355615016,4981052.801513284
0.7927842105263158,2.632421052631579,2768028.718537394,555004.6355615016,4981052.801513284
0.7927842105263158,2.871157894736842,2768028.718537394,555004.6355615016,4981052.801513284
0.7927842105263158,3.1098947368421053,2768028.718537394,555004.6355615016,4981052.801513284
0.7927842105263158,3.3486315789473684,2770250.4684880883,558263.3546832642,4982237.582292912
0.7927842105263158,3.5873684210526315,2752977.5494729904,521372.94643209316,4984582.152513887
0.7927842105263158,3.8261052631578947,2752977.5494729904,521372.94643209316,4984582.152513887
