average_opaque_surface_transmittance,average_glazed_surface_transmittance,predizione,predizione_min,predizione_max
0.1616,0.8672,126083.47195000002,25077.229088670618,227089.71481132938
0.1616,1.0927526315789473,126083.47195000002,25077.229088670618,227089.71481132938
0.1616,1.3183052631578949,126190.60205000002,25323.11743215342,227058.0866678466
0.1616,1.5438578947368422,126845.40465000007,26709.953536681263,226980.85576331872
0.1616,1.7694105263157898,127259.02310000005,27566.353890833663,226951.69230916636
0.1616,1.994963157894737,128132.00075000005,29178.784844294278,227085.2166557057
0.1616,2.2205157894736844,128132.00075000005,29178.784844294278,227085.2166557057
0.1616,2.4460684210526322,130805.47800000003,30306.298548557636,231304.65745144238
0.1616,2.671621052631579,141646.93804999997,39260.55562856393,244033.32047143608
0.1616,2.897173684210527,146796.62985,43789.67662070277,249803.5830792972
0.1616,3.1227263157894742,156530.50920000006,52371.52883182207,260689.48956817793
0.1616,3.3482789473684216,156530.50920000006,52371.52883182207,260689.48956817793
0.1616,3.573831578947369,156148.82780000006,53150.20742860547,259147.44817139453
0.1616,3.7993842105263163,154748.48890000005,54413.733426147504,255083.2443738525
0.1616,4.024936842105264,154748.48890000005,54413.733426147504,255083.2443738525
0.1616,4.250489473684212,153413.06035000004,50562.727127119346,256263.39357288068
0.1616,4.476042105263159,153413.06035000004,50562.727127119346,256263.39357288068
0.1616,4.701594736842106,153413.06035000004,50562.727127119346,256263.39357288068
0.1616,4.927147368421053,153413.06035000004,50562.727127119346,256263.39357288068
0.1616,5.1527,153413.06035000004,50562.727127119346,256263.39357288068
0.27600526315789475,0.8672,126083.47195000002,25077.229088670618,227089.71481132938
0.27600526315789475,1.0927526315789473,126083.47195000002,25077.229088670618,227089.71481132938
0.27600526315789475,1.3183052631578949,126190.60205000002,25323.11743215342,227058.0866678466
0.27600526315789475,1.5438578947368422,126845.40465000007,26709.953536681263,226980.85576331872
0.27600526315789475,1.7694105263157898,127259.02310000005,27566.353890833663,226951.69230916636
0.27600526315789475,1.994963157894737,128132.00075000005,29178.784844294278,227085.2166557057
0.27600526315789475,2.2205157894736844,128132.00075000005,29178.784844294278,227085.2166557057
0.27600526315789475,2.4460684210526322,130805.47800000003,30306.298548557636,231304.65745144238
0.27600526315789475,2.671621052631579,141646.93804999997,39260.55562856393,244033.32047143608
0.27600526315789475,2.897173684210527,146796.62985,43789.67662070277,249803.5830792972
0.27600526315789475,3.1227263157894742,156530.50920000006,52371.52883182207,260689.48956817793
0.27600526315789475,3.3482789473684216,156530.50920000006,52371.52883182207,260689.48956817793
0.27600526315789475,3.573831578947369,156148.82780000006,53150.20742860547,259147.44817139453
0.27600526315789475,3.7993842105263163,154748.48890000005,54413.733426147504,255083.2443738525
0.27600526315789475,4.024936842105264,154748.48890000005,54413.733426147504,255083.2443738525
0.27600526315789475,4.250489473684212,153413.06035000004,50562.727127119346,256263.39357288068
0.27600526315789475,4.476042105263159,153413.06035000004,50562.727127119346,256263.39357288068
0.27600526315789475,4.701594736842106,153413.06035000004,50562.727127119346,256263.39357288068
0.27600526315789475,4.927147368421053,153413.06035000004,50562.727127119346,256263.39357288068
0.27600526315789475,5.1527,153413.06035000004,50562.727127119346,256263.39357288068
0.3904105263157895,0.8672,126381.31965000002,26021.934670400515,226740.7046295995
0.3904105263157895,1.0927526315789473,126381.31965000002,26021.934670400515,226740.7046295995
0.3904105263157895,1.3183052631578949,126488.44975000003,26269.941680732416,226706.9578192676
